chrom,TSS,gene_id,Gene name,Gene description,UTR5LEN_log10zscore,CDSLEN_log10zscore,INTRONLEN_log10zscore,UTR3LEN_log10zscore,UTR5GC,CDSGC,UTR3GC,ORFEXONDENSITY
21,26967087,ENSG00000154736,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221],-0.0474552523970926,1.0061488197619504,0.4491422373362634,1.2268165784720777,0.5660000000000001,0.573,0.331,2.88
3,12484479,ENSG00000154743,TSEN2,tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422],0.6679379129887193,0.0593125546188388,0.5158367756076601,0.0534914339205301,0.623,0.477,0.379,7.95
17,35448764,ENSG00000154760,SLFN13,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481],0.5707651277587533,0.9590298341340948,-0.7157806004401815,0.3605563007660763,0.486,0.455,0.391,1.49
3,13880070,ENSG00000154764,WNT7A,Wnt family member 7A [Source:HGNC Symbol;Acc:HGNC:12786],0.5219101309878301,-0.3242916287518848,0.6211436827367716,0.8109898223885212,0.797,0.614,0.501,3.84
3,14178600,ENSG00000154767,XPC,"XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]",0.3049129828989692,1.0168310244193213,0.3317378275536602,0.1978879671093861,0.609,0.531,0.479,5.71
3,14651761,ENSG00000154781,CCDC174,coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033],-0.3681229925240448,0.0651788862252206,0.1210997898151368,0.5060902478169576,0.644,0.466,0.478,7.91
3,14818962,ENSG00000154783,FGD5,"FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]",-0.1119840902305165,1.6173376932040824,0.8732737886225412,0.414437016081059,0.5820000000000001,0.579,0.441,4.58
17,17237164,ENSG00000154803,FLCN,folliculin [Source:HGNC Symbol;Acc:HGNC:27310],0.7657566675207573,0.3587801827888695,0.1919504834169355,0.4984786159333517,0.655,0.597,0.481,6.37
3,16264942,ENSG00000154813,DPH3,diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717],-0.1969096124848858,-2.2995631997262627,-0.5170602566923949,0.8293728686046716,0.688,0.45,0.377,12.35
3,16265213,ENSG00000154814,OXNAD1,oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128],0.7833254078085007,-0.4060149020828469,0.4208687931652296,0.7797045616016604,0.545,0.4529999999999999,0.424,8.15
3,16885001,ENSG00000154822,PLCL2,phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064],-0.3030561335807548,1.268191536062779,1.125921390019823,0.1213509401908733,0.8640000000000001,0.461,0.368,1.78
18,50287691,ENSG00000154832,CXXC1,CXXC finger protein 1 [Source:HGNC Symbol;Acc:HGNC:24343],-0.6446870742063546,0.534649787288104,-0.6184737595311603,-0.3843311344006532,0.7659999999999999,0.601,0.584,7.63
18,50375095,ENSG00000154839,SKA1,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],0.2903003449406047,-0.7553162169010146,0.0801928283728087,0.6437085246667796,0.621,0.358,0.444,7.91
18,9614558,ENSG00000154845,PPP4R1,protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320],-0.3596052536759553,1.0293479197358957,0.6482806104308199,0.3129657306714548,0.8109999999999999,0.45,0.417,7.07
18,10454634,ENSG00000154856,APCDD1,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718],0.6142925413327228,0.2015061978628975,0.3547293421212606,0.6395126738454269,0.799,0.598,0.446,3.25
18,10890575,ENSG00000154864,PIEZO2,piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270],0.5632030883891433,2.4482566314722067,1.476989861945648,0.4377850941378063,0.6509999999999999,0.472,0.39,6.45
18,11908316,ENSG00000154889,MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988],1.380535223872248,-0.1580838618327057,0.2123740548459325,0.6160638131785198,0.664,0.509,0.387,7.63
17,9645552,ENSG00000154914,USP43,ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072],-0.1969096124848858,1.2597268721953212,0.7419338844848643,0.1351833142859903,0.7709999999999999,0.606,0.34,4.47
3,133895829,ENSG00000154917,RAB6B,"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]",0.607247428807559,-1.038387182751643,0.6623403319497727,1.075928881042998,0.769,0.547,0.479,12.99
17,50373248,ENSG00000154920,EME1,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965],-0.3030561335807548,0.3705147620612554,-0.3419385141118298,-0.0151992181493241,0.512,0.513,0.467,4.6
3,134795259,ENSG00000154928,EPHB1,EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392],0.6416967734876686,1.0792154132940843,1.4695647696865528,0.4638455202610593,0.705,0.5529999999999999,0.411,5.45
20,25058138,ENSG00000154930,ACSS1,acyl-CoA synthetase short-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091],-0.310824804389108,0.594061629468933,0.5320491869153845,0.5279285162747508,0.725,0.606,0.506,6.82
17,50707890,ENSG00000154945,ANKRD40,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233],0.4462988580242758,-0.2533698829053599,-0.0998786446657934,0.8331493609408223,0.8220000000000001,0.4970000000000001,0.424,4.55
17,11997463,ENSG00000154957,ZNF18,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969],0.9432758591482024,0.2902952969211144,0.1022884971863367,-0.0230073919138426,0.642,0.508,0.429,3.66
17,52158684,ENSG00000154975,CA10,carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369],1.3226162152354544,-0.4157159161264102,1.524905479979705,0.2110264852832373,0.634,0.47,0.3989999999999999,9.23
7,55572501,ENSG00000154978,VOPP1,"vesicular, overexpressed in cancer, prosurvival protein 1 [Source:HGNC Symbol;Acc:HGNC:34518]",0.2630945764367728,-1.2917842947205131,0.8303244304754489,0.720119225156178,0.856,0.617,0.498,9.78
7,55862751,ENSG00000154997,SEPT14,septin 14 [Source:HGNC Symbol;Acc:HGNC:33280],-0.0788783407323374,-0.0392265883174065,0.6586174289811556,0.7478307489722205,0.47,0.389,0.36,6.99
X,85003880,ENSG00000155008,APOOL,apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009],-0.258388486280743,-0.692477727987508,0.7570714973861805,-0.1666208955200954,0.54,0.436,0.288,11.32
4,107036309,ENSG00000155011,DKK2,dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892],1.0419555957337918,-0.7305318909062685,0.8775515683119036,0.6995132346981272,0.589,0.536,0.322,5.17
4,107931548,ENSG00000155016,CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582],0.4576831645136349,0.2786761427286267,0.1018041043307155,0.8722571918211579,0.7490000000000001,0.517,0.381,3.07
7,5970683,ENSG00000155026,RSPH10B,radial spoke head 10 homolog B [Source:HGNC Symbol;Acc:HGNC:27362],0.6679379129887193,0.9096913576420608,0.4674593836521967,-0.4442773602688724,0.486,0.456,0.505,7.33
7,5513796,ENSG00000155034,FBXL18,F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874],-0.0373259831105659,0.6560374853923121,0.3307190914327399,0.4127861199833237,0.758,0.649,0.586,2.33
2,124025286,ENSG00000155052,CNTNAP5,contactin associated protein like 5 [Source:HGNC Symbol;Acc:HGNC:18748],0.6315619703455608,1.4621785998783374,1.740967951618537,0.3134696788716264,0.632,0.503,0.417,6.16
2,95274491,ENSG00000155066,PROM2,prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685],0.0063081200672098,0.84976525484008,-0.0415394053007868,0.6845694391651257,0.602,0.626,0.546,9.28
6,109691201,ENSG00000155085,AK9,adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814],-0.3429138742558188,1.9772514286973244,1.1060117601956712,-0.0220247123937862,0.597,0.3879999999999999,0.316,7.03
8,102551596,ENSG00000155087,ODF1,outer dense fiber of sperm tails 1 [Source:HGNC Symbol;Acc:HGNC:8113],0.1055645139689875,-0.7751124226705185,-0.1945143882169335,-0.8278245924764498,0.397,0.499,0.5,2.67
8,102655722,ENSG00000155090,KLF10,Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810],0.5137222846097985,0.1093304147329267,-0.499811528883633,0.4660814086802483,0.7340000000000001,0.5,0.34,2.79
7,158587679,ENSG00000155093,PTPRN2,"protein tyrosine phosphatase, receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]",-1.6480293119087577,1.1183684981172226,1.809748149549009,0.5653005206536185,1.0,0.628,0.493,7.61
8,102864162,ENSG00000155096,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432],1.3503923542995115,0.0094137623357593,0.3822206424256004,0.7128890264590428,0.629,0.395,0.332,7.5
8,103021082,ENSG00000155097,ATP6V1C1,ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856],0.1290351894022781,-0.2108562286719988,0.5150214255695775,0.2128756978232838,0.547,0.3939999999999999,0.3929999999999999,10.58
8,91040848,ENSG00000155099,TMEM55A,transmembrane protein 55A [Source:HGNC Symbol;Acc:HGNC:25452],0.5419176368827409,-0.7464125873597116,0.4963010894710635,0.6318172729928953,0.721,0.479,0.282,9.16
8,91070343,ENSG00000155100,OTUD6B,OTU domain containing 6B [Source:HGNC Symbol;Acc:HGNC:24281],-0.1777037810886849,-0.4339182828528837,0.0056904078327618,0.7167430125049936,0.616,0.4270000000000001,0.296,7.28
6,110815468,ENSG00000155111,CDK19,cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338],0.194533187158694,0.1621181590779634,1.120963246482264,1.0768124096329494,0.772,0.484,0.39,8.71
6,110958705,ENSG00000155115,GTF3C6,general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872],0.2903003449406047,-1.0014727493742095,-0.1955537090587995,-0.8477179368444903,0.6859999999999999,0.422,0.27,9.48
9,15307214,ENSG00000155158,TTC39B,tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704],-0.7958929305812674,0.5761081943689442,0.9540958429544886,1.3841367260006587,0.784,0.461,0.359,9.87
8,6708641,ENSG00000155189,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886],0.5359830609767919,-0.2720060681560682,0.5263980509179628,0.728130811885315,0.7879999999999999,0.45,0.359,7.38
10,97498402,ENSG00000155229,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]",0.5819375737298668,1.1348717772369117,0.4172309365869497,-0.1893791943852966,0.705,0.552,0.467,10.13
14,19931044,ENSG00000155249,OR4K1,olfactory receptor family 4 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14726],0.4347010300086788,-0.4768802528300529,-0.4673232044973709,-0.6257727339310979,0.397,0.422,0.4,1.07
10,97640733,ENSG00000155252,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031],-0.5232853227099714,0.1017544102228444,0.3554145663644656,0.8121119656669377,0.789,0.5820000000000001,0.508,6.3
10,97713764,ENSG00000155254,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674],0.0934864334599463,-1.273335949883819,-0.99908887494744,0.7838715859044166,0.7709999999999999,0.711,0.573,1.93
10,97737127,ENSG00000155256,ZFYVE27,zinc finger FYVE-type containing 27 [Source:HGNC Symbol;Acc:HGNC:26559],0.2537533404509026,-0.0940580851448748,0.1807187687903358,0.5488575208989479,0.7140000000000001,0.583,0.574,9.71
10,97849854,ENSG00000155265,GOLGA7B,golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668],-0.4408502388846608,-1.3321823167503932,0.0432993645231165,1.2048078927180814,0.815,0.591,0.524,10.08
4,8580575,ENSG00000155269,GPR78,G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528],0.7158143350713102,-0.269506397407686,-0.3867639669606242,-0.5363469114190056,0.691,0.6729999999999999,0.627,2.76
4,8440806,ENSG00000155275,TRMT44,tRNA methyltransferase 44 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26653],0.3935574271841201,-0.1061808343069858,0.3060528641981984,-0.5473904896347362,0.0,0.557,0.5489999999999999,6.53
10,99620429,ENSG00000155287,SLC25A28,solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472],-0.9508110368262512,-0.2670113254490364,-0.1950089788495974,-0.2489186409638658,0.862,0.597,0.502,3.68
21,14383145,ENSG00000155304,HSPA13,heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375],-0.4125658241220132,0.0826271489463428,-0.210332464181827,0.7753017425645818,0.662,0.4270000000000001,0.296,3.55
21,14546314,ENSG00000155307,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]",0.1734620493374389,-0.0100397824716384,0.8177133963570413,0.1228250320911204,0.389,0.423,0.266,6.08
21,15729981,ENSG00000155313,USP25,ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624],0.6400191325692985,1.25770366502245,0.988369055848272,0.5485420473178164,0.816,0.405,0.294,7.76
5,126423408,ENSG00000155324,GRAMD3,GRAM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24911],0.2599964834673845,0.0022790909401261,0.9478706099914768,0.0987046247808409,0.49,0.435,0.429,10.55
5,133026548,ENSG00000155329,ZCCHC10,zinc finger CCHC-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25954],-1.8014981505166687,-1.141247815838797,0.296256602078334,-0.0523742206788998,0.625,0.434,0.306,8.76
16,46831179,ENSG00000155330,C16orf87,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754],0.4276364665408851,-1.4402575994175235,0.3016258900241397,0.2369031437334481,0.0,0.46,0.406,8.73
1,112674693,ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200],0.6727365252468203,1.1034779880819658,0.2184404476480612,-0.4070366577328529,0.638,0.575,0.54,6.69
1,112707126,ENSG00000155366,RHOC,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669],-0.6184250357997993,-1.0899853800846089,-0.4090958454882373,-0.6919263562347142,0.82,0.5720000000000001,0.647,6.75
1,112715307,ENSG00000155367,PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]",0.1805658386973032,0.1729742985408291,-0.543209176358497,-0.5820559364655098,0.8009999999999999,0.623,0.462,6.64
2,119366976,ENSG00000155368,DBI,"diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]",-0.2803190846990215,-1.4946214301176055,-0.4505174536694864,-0.90686861594499,0.655,0.562,0.416,9.09
1,112956194,ENSG00000155380,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],1.1428789390636254,0.1648403518437894,0.4521682415779047,0.6723847827823354,0.647,0.4639999999999999,0.341,2.67
16,50065991,ENSG00000155393,HEATR3,HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087],0.2313921931573146,0.5754386663238501,0.4202947284652449,0.4559406611402271,0.723,0.47,0.413,7.41
7,72969466,ENSG00000155428,TRIM74,tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453],0.2568827907697586,-0.7787429856219839,-0.183250137230523,-0.1511547586887887,0.665,0.629,0.531,5.36
2,121736874,ENSG00000155438,NIFK,nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838],-0.3681229925240448,-0.5671161205758776,-0.2021971118090235,0.1882885407447858,0.7120000000000001,0.412,0.348,8.03
14,22766687,ENSG00000155463,OXA1L,"OXA1L, mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526]",-4.437445877045682,0.1456692493642507,-0.5516423860369417,0.5122333534305116,0.0,0.53,0.467,6.78
14,22815433,ENSG00000155465,SLC7A7,solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065],0.8585093336744146,0.1899874119392482,0.4552759399230157,-0.1666208955200954,0.555,0.51,0.433,5.91
X,141903897,ENSG00000155495,MAGEC1,MAGE family member C1 [Source:HGNC Symbol;Acc:HGNC:6812],0.4776612213577804,1.2877393515561073,-0.9926336470468832,0.0176037936533006,0.545,0.519,0.3779999999999999,0.58
5,154755376,ENSG00000155506,LARP1,La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531],-1.0719741539313192,1.125529709333995,0.8268400348348898,0.9456868660727528,0.708,0.5429999999999999,0.488,6.25
5,154858626,ENSG00000155508,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207],0.7952024322582767,-0.5702298769215285,0.0688064630409476,0.4660814086802483,0.6409999999999999,0.439,0.369,6.9
5,153490669,ENSG00000155511,GRIA1,glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571],-0.9964685247685704,0.9815535357492572,1.3133617312073145,0.7657645183571786,0.407,0.506,0.4370000000000001,5.86
7,134127357,ENSG00000155530,LRGUK,leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964],-0.403418052816811,0.8365720481506446,0.956813000059746,0.0701096609376347,0.623,0.444,0.362,8.15
5,56909595,ENSG00000155542,SETD9,SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508],0.6679379129887193,-0.5378866275215778,-0.3102015489866557,-0.2397526863878879,0.6940000000000001,0.426,0.255,6.73
5,56952122,ENSG00000155545,MIER3,MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678],-1.3348700888793656,0.2993553061934167,0.2953295836518374,0.94783068335249,0.4379999999999999,0.426,0.3279999999999999,7.87
7,135557930,ENSG00000155561,NUP205,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],-1.0206269900837162,2.046897370920512,0.7652474077240203,-0.494449598010316,0.5379999999999999,0.449,0.303,7.18
16,25257832,ENSG00000155592,ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],1.122431071058193,1.059675357533814,0.0296024295748537,0.987444441040491,0.6679999999999999,0.496,0.4270000000000001,2.42
9,71911638,ENSG00000155621,C9orf85,chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784],0.2281306979213987,-1.234629099439802,0.6899871067937351,-0.1772024738885476,0.579,0.452,0.467,7.5
X,52369020,ENSG00000155622,XAGE2,X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112],0.2346365765871526,-1.888786661009087,-0.3319815362148189,-0.90686861594499,0.575,0.473,0.225,12.16
10,96720513,ENSG00000155629,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034],-0.0577532100041349,0.8047140057812929,0.9187663772614416,0.72525244461492,0.85,0.5429999999999999,0.365,7.09
2,178112438,ENSG00000155636,RBM45,RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468],-0.2234820384487739,0.0931805099147329,0.0576387700805262,-0.356841500999732,0.63,0.436,0.358,6.34
2,178807421,ENSG00000155657,TTN,titin [Source:HGNC Symbol;Acc:HGNC:12403],0.3303758781838236,5.963476079155451,1.0615136095741189,0.3254153239131581,0.471,0.441,0.357,3.36
X,66040079,ENSG00000155659,VSIG4,V-set and immunoglobulin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:17032],-0.117678219444122,-0.1466304031617464,0.0868527718170272,-0.010379983753823,0.541,0.527,0.4970000000000001,6.73
7,149028467,ENSG00000155660,PDIA4,protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167],0.3548316248267808,0.5067593183546362,0.2180925071262274,0.1569655070205086,0.755,0.527,0.467,5.19
16,27203525,ENSG00000155666,KDM8,lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840],-0.0682255697408895,0.0295941210047594,0.0538485265470736,-0.7186740832233234,0.593,0.59,0.512,5.91
16,22001109,ENSG00000155714,PDZD9,PDZ domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28740],-0.4604518186167392,-0.7044704436606657,0.0726973266553653,-0.1448483703961295,0.7140000000000001,0.426,0.341,5.08
16,21678514,ENSG00000155719,OTOA,otoancorin [Source:HGNC Symbol;Acc:HGNC:16378],-4.437445877045682,1.2905090373898478,0.7345474531315291,-2.1729545271957225,0.0,0.537,0.75,8.16
2,200510067,ENSG00000155729,KCTD18,potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26446],0.8405528437093075,-0.0551246601099889,0.1260213503472286,0.3834201487209983,0.675,0.506,0.3289999999999999,4.72
2,201071668,ENSG00000155744,FAM126B,family with sequence similarity 126 member B [Source:HGNC Symbol;Acc:HGNC:28593],0.2149099257612778,0.2389244748599004,0.7845180304318125,1.3308091906740545,0.4629999999999999,0.449,0.3379999999999999,6.33
2,201357343,ENSG00000155749,ALS2CR12,amyotrophic lateral sclerosis 2 chromosome region 12 [Source:HGNC Symbol;Acc:HGNC:14439],0.753294529300067,-0.0038663586537725,0.6679467286041876,-0.4242186352397921,0.596,0.423,0.391,10.6
2,201619177,ENSG00000155754,ALS2CR11,amyotrophic lateral sclerosis 2 chromosome region candidate 11 [Source:HGNC Symbol;Acc:HGNC:14438],-0.6721141000538621,1.9165990057903344,0.9309960804998983,-2.589570389506489,0.6890000000000001,0.353,0.0,2.94
2,201643484,ENSG00000155755,TMEM237,transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432],-0.0735290161696135,-0.1217681857057332,0.1203356454270088,1.0201037752104538,0.821,0.451,0.392,10.73
2,202034219,ENSG00000155760,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045],-0.4806951340424532,0.3548459842171069,-3.274060075925596,0.680702385379899,0.721,0.657,0.414,0.58
1,118185206,ENSG00000155761,SPAG17,sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620],-0.4312776318879075,2.182045978141824,1.1708335961860632,-0.5336235099465655,0.636,0.421,0.4029999999999999,7.25
8,119873725,ENSG00000155792,DEPTOR,DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953],-0.0078972074202171,-0.1139521161018461,1.0664535228242766,0.4094679745668624,0.638,0.537,0.355,7.39
1,240091882,ENSG00000155816,FMN2,formin 2 [Source:HGNC Symbol;Acc:HGNC:14074],0.3467866970072461,1.840781223594736,1.386233762017957,0.3312833646496839,0.787,0.583,0.325,3.5
9,101533864,ENSG00000155827,RNF20,ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062],-0.2441885956766618,1.065287017472106,0.2678792905005973,0.2731073722797049,0.578,0.474,0.376,6.54
9,102995344,ENSG00000155833,CYLC2,cylicin 2 [Source:HGNC Symbol;Acc:HGNC:2583],-0.3944036357054117,-0.3295022623083475,0.1862736811487441,0.3390023714055762,0.4,0.384,0.366,4.81
5,149730309,ENSG00000155846,PPARGC1B,PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022],-0.8880838526781296,1.1339848238809485,0.8897229602482574,1.324915901566337,0.75,0.615,0.4589999999999999,3.93
7,37448863,ENSG00000155849,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286],1.044581037251465,0.6629613636944284,1.4997587284897245,-0.3645435081282828,0.613,0.498,0.483,9.72
5,149960761,ENSG00000155850,SLC26A2,solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994],0.4393662959178644,0.6970602430181944,0.1353578641635867,1.1797275693885283,0.701,0.416,0.374,0.9
5,157743741,ENSG00000155858,LSM11,"LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]",-0.534407530148163,-0.2820510801414007,-0.1046694237302815,1.1663328038930598,0.625,0.619,0.407,3.72
5,157142750,ENSG00000155868,MED7,mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378],0.6759150368104865,-0.8689263301581794,-0.6288822763756563,-0.3129542243480905,0.4479999999999999,0.4029999999999999,0.384,1.43
9,19049338,ENSG00000155875,SAXO1,stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566],0.4688616696248297,0.0922244997379701,0.8487303166705794,-0.1549769160933213,0.643,0.517,0.3429999999999999,2.82
9,19049426,ENSG00000155876,RRAGA,Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963],0.4347010300086788,-0.4681782917548753,-3.274060075925596,-0.170562933613878,0.758,0.514,0.377,1.07
9,19789036,ENSG00000155886,SLC24A2,solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976],-0.4704906440084506,0.5401597069308225,1.2456317805850472,1.4020177370489066,0.452,0.47,0.3989999999999999,5.07
3,140678063,ENSG00000155890,TRIM42,tripartite motif containing 42 [Source:HGNC Symbol;Acc:HGNC:19014],0.2313921931573146,0.6654703991089189,0.1775397398313196,-0.561545103717904,0.529,0.536,0.386,2.31
3,141231841,ENSG00000155893,PXYLP1,2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303],0.4576831645136349,0.1083857253797423,0.6197866040558121,0.4970822156677786,0.635,0.514,0.35,3.48
8,131040864,ENSG00000155897,ADCY8,adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239],1.7144936761191445,1.4056415083946283,1.225779890385408,-0.90686861594499,0.645,0.534,0.135,4.82
3,141487039,ENSG00000155903,RASA2,RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872],-0.8311376857653645,0.8736244216916196,0.9197398095852592,0.8714277540919446,0.857,0.407,0.3279999999999999,9.51
6,151452125,ENSG00000155906,RMND1,required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176],-0.0474552523970926,0.0114453648137916,0.5067055505735589,-0.1718838452576285,0.626,0.412,0.467,8.23
6,150025531,ENSG00000155918,RAET1L,retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798],-0.4806951340424532,-0.8007328630950701,-0.4446118903634706,-4.315968592048518,0.0,0.5329999999999999,0.368,5.45
8,133075026,ENSG00000155926,SLA,Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902],-0.3266612156532523,-0.4638481604243583,0.1822592757325717,0.252495875811195,0.423,0.5539999999999999,0.489,7.44
12,66169985,ENSG00000155957,TMBIM4,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257],-1.5835565902740754,-0.6065615482817043,0.3497540924813438,-0.7552974562966224,0.545,0.424,0.25,9.45
X,155216459,ENSG00000155959,VBP1,VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662],-0.0735290161696135,-1.1084028551937934,0.2009820610204081,0.3012332687429493,0.667,0.421,0.324,10.26
X,155264485,ENSG00000155961,RAB39B,"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]",0.5137222846097985,-0.9929310994689482,-0.6443437530371703,0.7872197756679447,0.684,0.516,0.387,3.14
