ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000164949,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,GEM
ENSG00000164951,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,PDP1
ENSG00000164953,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TMEM67
ENSG00000164961,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,WASHC5
ENSG00000164967,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RPP25L
ENSG00000164970,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FAM219A
ENSG00000164972,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,C9orf24
ENSG00000164975,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SNAPC3
ENSG00000164976,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KIAA1161
ENSG00000164978,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NUDT2
ENSG00000164983,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TMEM65
ENSG00000164985,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PSIP1
ENSG00000164989,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CCDC171
ENSG00000165006,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,UBAP1
ENSG00000165023,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,DIRAS2
ENSG00000165025,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SYK
ENSG00000165028,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NIPSNAP3B
ENSG00000165029,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ABCA1
ENSG00000165030,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NFIL3
ENSG00000165046,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,LETM2
ENSG00000165055,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,METTL2B
ENSG00000165059,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PRKACG
ENSG00000165060,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FXN
ENSG00000165061,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZMAT4
ENSG00000165066,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,NKX6-3
ENSG00000165071,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TMEM71
ENSG00000165072,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,MAMDC2
ENSG00000165076,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,PRSS37
ENSG00000165078,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,CPA6
ENSG00000165084,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,C8orf34
ENSG00000165091,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TMC1
ENSG00000165092,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ALDH1A1
ENSG00000165097,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,KDM1B
ENSG00000165102,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,HGSNAT
ENSG00000165105,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RASEF
ENSG00000165113,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,GKAP1
ENSG00000165115,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KIF27
ENSG00000165118,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,C9orf64
ENSG00000165119,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,HNRNPK
ENSG00000165120,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,SSMEM1
ENSG00000165124,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SVEP1
ENSG00000165125,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TRPV6
ENSG00000165131,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,C7orf34
ENSG00000165138,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ANKS6
ENSG00000165140,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FBP1
ENSG00000165152,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TMEM246
ENSG00000165156,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZHX1
ENSG00000165164,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,CFAP47
ENSG00000165168,X,train,train,train,train,train,train,train,train,train,train,test,train,test,CYBB
ENSG00000165169,X,train,train,train,train,train,train,train,train,train,train,test,train,test,DYNLT3
ENSG00000165171,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,WBSCR27
ENSG00000165175,X,train,train,train,train,train,train,train,train,train,train,test,train,test,MID1IP1
ENSG00000165181,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,C9orf84
ENSG00000165182,X,train,train,train,train,train,train,train,train,train,train,test,train,train,CXorf58
ENSG00000165185,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,KIAA1958
ENSG00000165186,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,PTCHD1
ENSG00000165188,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RNF183
ENSG00000165192,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,ASB11
ENSG00000165194,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,PCDH19
ENSG00000165195,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,PIGA
ENSG00000165197,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,VEGFD
ENSG00000165202,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,OR1Q1
ENSG00000165204,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,OR1K1
ENSG00000165209,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,STRBP
ENSG00000165215,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CLDN3
ENSG00000165219,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,GAPVD1
ENSG00000165233,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,CARD19
ENSG00000165238,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,WNK2
ENSG00000165240,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,ATP7A
ENSG00000165244,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZNF367
ENSG00000165259,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,HDX
ENSG00000165264,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NDUFB6
ENSG00000165269,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AQP7
ENSG00000165271,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NOL6
ENSG00000165272,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AQP3
ENSG00000165275,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TRMT10B
ENSG00000165280,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,VCP
ENSG00000165282,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PIGO
ENSG00000165283,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,STOML2
ENSG00000165288,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,BRWD3
ENSG00000165300,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,SLITRK5
ENSG00000165304,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,MELK
ENSG00000165309,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ARMC3
ENSG00000165312,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,OTUD1
ENSG00000165322,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ARHGAP12
ENSG00000165323,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,FAT3
ENSG00000165325,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,DEUP1
ENSG00000165338,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HECTD2
ENSG00000165349,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,SLC7A3
ENSG00000165355,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,FBXO33
ENSG00000165359,X,train,train,train,train,train,train,train,train,train,train,test,train,test,INTS6L
ENSG00000165370,X,train,train,train,train,train,train,train,train,train,train,test,train,train,GPR101
ENSG00000165376,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,CLDN2
ENSG00000165379,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,LRFN5
ENSG00000165383,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,LRRC18
ENSG00000165389,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SPTSSA
ENSG00000165392,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,WRN
ENSG00000165406,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,MARCH8
ENSG00000165409,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TSHR
ENSG00000165410,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CFL2
ENSG00000165416,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,SUGT1
ENSG00000165417,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,GTF2A1
ENSG00000165424,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZCCHC24
ENSG00000165434,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PGM2L1
ENSG00000165443,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PHYHIPL
ENSG00000165449,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,SLC16A9
ENSG00000165457,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,FOLR2
ENSG00000165458,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,INPPL1
ENSG00000165462,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PHOX2A
ENSG00000165471,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,MBL2
ENSG00000165474,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,GJB2
ENSG00000165475,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,CRYL1
ENSG00000165476,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,REEP3
ENSG00000165478,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,HEPACAM
ENSG00000165480,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,SKA3
ENSG00000165487,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,MICU2
ENSG00000165490,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,DDIAS
ENSG00000165494,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PCF11
ENSG00000165495,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PKNOX2
ENSG00000165501,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,LRR1
ENSG00000165506,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,DNAAF2
ENSG00000165507,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,C10orf10
ENSG00000165509,X,train,train,train,train,train,train,train,train,train,train,test,train,train,MAGEC3
ENSG00000165512,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZNF22
ENSG00000165516,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,KLHDC2
ENSG00000165521,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,EML5
ENSG00000165525,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,NEMF
ENSG00000165526,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RPUSD4
ENSG00000165527,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ARF6
ENSG00000165533,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TTC8
ENSG00000165548,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TMEM63C
ENSG00000165553,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,NGB
ENSG00000165555,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,NOXRED1
ENSG00000165556,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,CDX2
ENSG00000165566,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,AMER2
ENSG00000165568,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,AKR1E2
ENSG00000165572,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,KBTBD6
ENSG00000165583,X,train,train,train,train,train,train,train,train,train,train,test,train,train,SSX5
ENSG00000165584,X,train,train,train,train,train,train,train,train,train,train,test,train,train,SSX3
ENSG00000165588,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,OTX2
ENSG00000165591,X,train,train,train,train,train,train,train,train,train,train,test,train,test,FAAH2
ENSG00000165606,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,DRGX
ENSG00000165609,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,NUDT5
ENSG00000165617,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,DACT1
ENSG00000165621,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,OXGR1
ENSG00000165623,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,UCMA
ENSG00000165626,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,BEND7
ENSG00000165629,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ATP5C1
ENSG00000165630,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRPF18
ENSG00000165632,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,TAF3
ENSG00000165633,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,VSTM4
ENSG00000165637,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,VDAC2
ENSG00000165643,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SOHLH1
ENSG00000165644,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,COMTD1
ENSG00000165646,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,SLC18A2
ENSG00000165650,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PDZD8
ENSG00000165655,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZNF503
ENSG00000165660,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,FAM175B
ENSG00000165661,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,QSOX2
ENSG00000165669,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,FAM204A
ENSG00000165671,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,NSD1
ENSG00000165672,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRDX3
ENSG00000165675,X,train,train,train,train,train,train,train,train,train,train,test,train,test,ENOX2
ENSG00000165678,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,GHITM
ENSG00000165682,12,test,valid,train,train,train,train,train,train,train,train,train,train,valid,CLEC1B
ENSG00000165684,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SNAPC4
ENSG00000165685,12,test,valid,train,train,train,train,train,train,train,train,train,train,valid,TMEM52B
ENSG00000165688,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,PMPCA
ENSG00000165689,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SDCCAG3
ENSG00000165694,X,train,train,train,train,train,train,train,train,train,train,test,train,train,FRMD7
ENSG00000165695,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,AK8
ENSG00000165698,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,SPACA9
ENSG00000165699,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TSC1
ENSG00000165702,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,GFI1B
ENSG00000165704,X,train,train,train,train,train,train,train,train,train,train,test,train,test,HPRT1
ENSG00000165714,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,BORCS5
ENSG00000165716,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FAM69B
ENSG00000165724,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZMYND19
ENSG00000165730,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,STOX1
ENSG00000165731,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,RET
ENSG00000165732,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,DDX21
ENSG00000165733,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,BMS1
ENSG00000165752,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,STK32C
ENSG00000165757,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,KIAA1462
ENSG00000165762,14,train,train,test,valid,train,train,train,train,train,train,train,train,train,OR4K2
ENSG00000165775,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,FUNDC2
ENSG00000165782,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TMEM55B
ENSG00000165792,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,METTL17
ENSG00000165794,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SLC39A2
ENSG00000165795,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,NDRG2
ENSG00000165799,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,RNASE7
ENSG00000165801,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ARHGEF40
ENSG00000165802,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,NSMF
ENSG00000165804,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ZNF219
ENSG00000165805,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,C12orf50
ENSG00000165806,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,CASP7
ENSG00000165807,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,PPP1R36
ENSG00000165810,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,BTNL9
ENSG00000165813,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,CCDC186
ENSG00000165816,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,VWA2
ENSG00000165819,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,METTL3
ENSG00000165821,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SALL2
ENSG00000165828,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRAP1
ENSG00000165832,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,TRUB1
ENSG00000165837,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,ERICH6B
ENSG00000165841,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,CYP2C19
ENSG00000165861,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ZFYVE1
ENSG00000165863,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,C10orf82
ENSG00000165868,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HSPA12A
ENSG00000165879,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,FRAT1
ENSG00000165886,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,UBTD1
ENSG00000165887,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ANKRD2
ENSG00000165891,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,E2F7
ENSG00000165895,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ARHGAP42
ENSG00000165898,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ISCA2
ENSG00000165899,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,OTOGL
ENSG00000165905,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,LARGE2
ENSG00000165912,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,PACSIN3
ENSG00000165914,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TTC7B
ENSG00000165915,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,SLC39A13
ENSG00000165916,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,PSMC3
ENSG00000165917,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,RAPSN
ENSG00000165923,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,AGBL2
ENSG00000165929,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TC2N
ENSG00000165934,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CPSF2
ENSG00000165935,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,SMCO2
ENSG00000165943,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,MOAP1
ENSG00000165948,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,IFI27L1
ENSG00000165949,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,IFI27
ENSG00000165953,14,train,train,test,valid,train,train,train,train,train,train,train,train,train,SERPINA12
ENSG00000165959,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CLMN
ENSG00000165966,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,PDZRN4
ENSG00000165970,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SLC6A5
ENSG00000165972,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CCDC38
ENSG00000165973,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,NELL1
ENSG00000165983,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PTER
ENSG00000165985,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,C1QL3
ENSG00000165995,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,CACNB2
ENSG00000165996,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HACD1
ENSG00000165997,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ARL5B
ENSG00000166002,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SMCO4
ENSG00000166004,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CEP295
ENSG00000166006,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,KCNC2
ENSG00000166012,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TAF1D
ENSG00000166016,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,ABTB2
ENSG00000166024,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,R3HCC1L
ENSG00000166025,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,AMOTL1
ENSG00000166033,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HTRA1
ENSG00000166035,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,LIPC
ENSG00000166037,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CEP57
ENSG00000166046,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,TCP11L2
ENSG00000166049,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,PASD1
ENSG00000166068,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,SPRED1
ENSG00000166069,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,TMCO5A
ENSG00000166073,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,GPR176
ENSG00000166086,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,JAM3
ENSG00000166090,14,train,train,test,valid,train,train,train,train,train,train,train,train,train,IL25
ENSG00000166091,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CMTM5
ENSG00000166105,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,GLB1L3
ENSG00000166106,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ADAMTS15
ENSG00000166111,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,SVOP
ENSG00000166118,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SPATA19
ENSG00000166123,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,GPT2
ENSG00000166126,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,AMN
ENSG00000166128,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,RAB8B
ENSG00000166130,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,IKBIP
ENSG00000166133,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,RPUSD2
ENSG00000166135,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HIF1AN
ENSG00000166136,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,NDUFB8
ENSG00000166140,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ZFYVE19
ENSG00000166143,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,PPP1R14D
ENSG00000166145,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,SPINT1
ENSG00000166147,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,FBN1
ENSG00000166148,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,AVPR1A
ENSG00000166152,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,C16orf78
ENSG00000166153,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,DEPDC4
ENSG00000166159,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,LRTM2
ENSG00000166160,X,train,train,train,train,train,train,train,train,train,train,test,train,train,OPN1MW2
ENSG00000166164,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,BRD7
ENSG00000166165,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CKB
ENSG00000166166,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TRMT61A
ENSG00000166167,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,BTRC
ENSG00000166169,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,POLL
ENSG00000166170,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,BAG5
ENSG00000166171,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,DPCD
ENSG00000166173,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,LARP6
ENSG00000166181,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,API5
ENSG00000166183,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ASPG
ENSG00000166188,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ZNF319
ENSG00000166189,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,HPS6
ENSG00000166192,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,SENP8
ENSG00000166197,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,NOLC1
ENSG00000166199,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,ALKBH3
ENSG00000166200,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,COPS2
ENSG00000166206,15,train,train,train,test,valid,train,train,train,train,train,train,train,test,GABRB3
ENSG00000166211,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,SPIC
ENSG00000166220,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,TBATA
ENSG00000166224,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,SGPL1
ENSG00000166225,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,FRS2
ENSG00000166226,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CCT2
ENSG00000166228,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PCBD1
ENSG00000166233,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ARIH1
ENSG00000166246,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,C16orf71
ENSG00000166250,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CLMP
ENSG00000166257,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SCN3B
ENSG00000166260,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,COX11
ENSG00000166261,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,ZNF202
ENSG00000166262,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,FAM227B
ENSG00000166263,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,STXBP4
ENSG00000166265,21,train,train,train,train,train,train,train,train,train,test,valid,train,train,CYYR1
ENSG00000166266,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CUL5
ENSG00000166268,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,MYRFL
ENSG00000166272,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,WBP1L
ENSG00000166275,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,BORCS7
ENSG00000166278,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,C2
ENSG00000166289,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,PLEKHF1
ENSG00000166292,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM100
